index,sample_index,dataset,requested_split,resolved_split,image_ref,image_column,score,predicted_label,predicted_label_name,threshold,gt_label,gt_label_raw,gt_label_name,gt_label_source,is_correct,metadata_json,exported_image_path,export_image_size,label
131,132,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:131,image,4.8591782615403645e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000132.jpg,224,0
132,133,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:132,image,0.25276631116867065,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000133.jpg,224,0
133,134,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:133,image,4.107787390239537e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000134.jpg,224,0
134,135,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:134,image,7.071227085484074e-18,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000135.jpg,224,0
135,136,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:135,image,0.71926349401474,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000136.jpg,224,0
136,137,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:136,image,0.5090411305427551,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000137.jpg,224,0
137,138,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:137,image,0.2477477490901947,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000138.jpg,224,0
138,139,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:138,image,5.35552313607468e-09,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000139.jpg,224,0
139,140,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:139,image,0.18965281546115875,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000140.jpg,224,0
140,141,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:140,image,4.8303800213034265e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000141.jpg,224,0
141,142,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:141,image,0.14954359829425812,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000142.jpg,224,0
142,143,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:142,image,4.595286100084195e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000143.jpg,224,0
143,144,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:143,image,0.007492089178413153,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000144.jpg,224,0
144,145,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:144,image,0.5282285213470459,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000145.jpg,224,0
145,146,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:145,image,0.0001303060125792399,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000146.jpg,224,0
146,147,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:146,image,1.210755194019919e-11,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000147.jpg,224,0
147,148,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:147,image,0.9973837733268738,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000148.jpg,224,0
148,149,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:148,image,0.7134263515472412,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000149.jpg,224,0
149,150,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:149,image,0.34311795234680176,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000150.jpg,224,0
150,151,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:150,image,0.9997461438179016,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000151.jpg,224,0
151,152,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:151,image,0.9777968525886536,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000152.jpg,224,0
152,153,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:152,image,4.382589580131935e-08,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000153.jpg,224,0
153,154,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:153,image,0.6888461709022522,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000154.jpg,224,0
154,155,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:154,image,0.7739971876144409,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000155.jpg,224,0
155,156,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:155,image,0.998996913433075,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000156.jpg,224,0
156,157,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:156,image,5.663699994329363e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000157.jpg,224,0
157,158,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:157,image,0.894075870513916,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000158.jpg,224,0
158,159,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:158,image,3.357811237947317e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000159.jpg,224,0
159,160,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:159,image,0.9235047101974487,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000160.jpg,224,0
160,161,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:160,image,0.7867511510848999,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000161.jpg,224,0
161,162,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:161,image,0.5112394094467163,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000162.jpg,224,0
162,163,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:162,image,0.01169590838253498,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000163.jpg,224,0
163,164,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:163,image,0.9999597072601318,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000164.jpg,224,0
164,165,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:164,image,0.9999936819076538,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000165.jpg,224,0
165,166,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:165,image,0.8923922777175903,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000166.jpg,224,0
166,167,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:166,image,0.6513755321502686,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000167.jpg,224,0
167,168,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:167,image,2.5332739513961658e-14,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000168.jpg,224,0
168,169,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:168,image,0.4255926311016083,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000169.jpg,224,0
169,170,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:169,image,0.7004738450050354,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000170.jpg,224,0
170,171,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:170,image,0.9999978542327881,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000171.jpg,224,0
171,172,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:171,image,0.9936238527297974,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000172.jpg,224,0
172,173,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:172,image,0.9640340805053711,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000173.jpg,224,0
173,174,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:173,image,0.9999290704727173,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000174.jpg,224,0
174,175,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:174,image,0.3563331961631775,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000175.jpg,224,0
175,176,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:175,image,0.014706037007272243,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000176.jpg,224,0
176,177,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:176,image,0.9996296167373657,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000177.jpg,224,0
177,178,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:177,image,0.07037166506052017,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000178.jpg,224,0
178,179,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:178,image,0.6531177163124084,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000179.jpg,224,0
179,180,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:179,image,0.8929416537284851,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000180.jpg,224,0
180,181,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:180,image,0.00015855199308134615,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000181.jpg,224,0
181,182,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:181,image,0.9981768131256104,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000182.jpg,224,0
182,183,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:182,image,0.8470260500907898,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000183.jpg,224,0
183,184,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:183,image,0.9896239638328552,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000184.jpg,224,0
184,185,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:184,image,0.559930682182312,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000185.jpg,224,0
185,186,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:185,image,0.08096636831760406,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000186.jpg,224,0
186,187,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:186,image,0.7566988468170166,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000187.jpg,224,0
187,188,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:187,image,0.36694517731666565,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000188.jpg,224,0
188,189,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:188,image,0.9919006824493408,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000189.jpg,224,0
189,190,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:189,image,0.734031081199646,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000190.jpg,224,0
190,191,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:190,image,0.9948909282684326,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000191.jpg,224,0
191,192,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:191,image,0.1799761950969696,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000192.jpg,224,0
192,193,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:192,image,1.779552394332029e-09,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000193.jpg,224,0
193,194,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:193,image,0.7430019378662109,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000194.jpg,224,0
194,195,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:194,image,6.764048157492653e-05,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000195.jpg,224,0
195,196,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:195,image,0.8399865627288818,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000196.jpg,224,0
196,197,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:196,image,0.004092900548130274,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000197.jpg,224,0
197,198,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:197,image,0.20996539294719696,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000198.jpg,224,0
198,199,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:198,image,0.16327117383480072,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000199.jpg,224,0
199,200,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:199,image,0.8049188852310181,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000200.jpg,224,0
200,201,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:200,image,0.00019511242862790823,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000201.jpg,224,0
201,202,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:201,image,7.534168844358646e-09,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000202.jpg,224,0
202,203,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:202,image,0.9999995231628418,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000203.jpg,224,0
203,204,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:203,image,8.289342076750472e-05,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000204.jpg,224,0
204,205,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:204,image,0.8868600726127625,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000205.jpg,224,0
205,206,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:205,image,0.09237094968557358,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000206.jpg,224,0
206,207,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:206,image,0.01704014092683792,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000207.jpg,224,0
207,208,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:207,image,0.08244436234235764,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000208.jpg,224,0
208,209,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:208,image,0.0049592419527471066,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000209.jpg,224,0
209,210,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:209,image,0.999424934387207,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000210.jpg,224,0
210,211,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:210,image,0.2790738344192505,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000211.jpg,224,0
211,212,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:211,image,0.40544363856315613,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000212.jpg,224,0
212,213,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:212,image,0.9966713786125183,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000213.jpg,224,0
213,214,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:213,image,8.398968930123374e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000214.jpg,224,0
214,215,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:214,image,0.35944080352783203,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000215.jpg,224,0
215,216,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:215,image,0.5693588852882385,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000216.jpg,224,0
216,217,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:216,image,0.28133052587509155,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000217.jpg,224,0
217,218,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:217,image,1.812345260532311e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000218.jpg,224,0
218,219,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:218,image,0.2637006342411041,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000219.jpg,224,0
219,220,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:219,image,0.986226499080658,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000220.jpg,224,0
220,221,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:220,image,0.1634078174829483,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000221.jpg,224,0
221,222,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:221,image,0.0032615906093269587,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000222.jpg,224,0
222,223,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:222,image,3.6278295922897996e-09,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000223.jpg,224,0
223,224,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:223,image,0.4418759346008301,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000224.jpg,224,0
224,225,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:224,image,0.006686241831630468,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000225.jpg,224,0
225,226,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:225,image,0.06082034111022949,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000226.jpg,224,0
226,227,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:226,image,0.8853445053100586,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000227.jpg,224,0
227,228,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:227,image,3.678311770727305e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000228.jpg,224,0
228,229,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:228,image,0.9185430407524109,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000229.jpg,224,0
229,230,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:229,image,1.0,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000230.jpg,224,0
230,231,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:230,image,1.279159818068365e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000231.jpg,224,0
231,232,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:231,image,6.74666171107674e-06,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000232.jpg,224,0
232,233,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:232,image,1.4269563308744182e-10,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000233.jpg,224,0
233,234,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:233,image,0.264813631772995,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000234.jpg,224,0
234,235,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:234,image,1.0,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000235.jpg,224,0
235,236,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:235,image,0.4830808937549591,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000236.jpg,224,0
236,237,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:236,image,0.00311945378780365,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000237.jpg,224,0
237,238,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:237,image,0.8314095139503479,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000238.jpg,224,0
238,239,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:238,image,0.9516371488571167,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000239.jpg,224,0
239,240,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:239,image,0.10545343160629272,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000240.jpg,224,0
240,241,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:240,image,0.784703254699707,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000241.jpg,224,0
241,242,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:241,image,3.964978168369271e-05,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000242.jpg,224,0
242,243,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:242,image,0.9830462336540222,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000243.jpg,224,0
243,244,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:243,image,0.9076262712478638,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000244.jpg,224,0
244,245,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:244,image,0.6246545910835266,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000245.jpg,224,0
245,246,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:245,image,0.6836749911308289,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000246.jpg,224,0
246,247,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:246,image,0.0022776934783905745,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000247.jpg,224,0
247,248,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:247,image,0.6177030801773071,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000248.jpg,224,0
248,249,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:248,image,9.668502110038446e-11,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000249.jpg,224,0
249,250,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:249,image,1.2256996632931116e-12,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000250.jpg,224,0
250,251,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:250,image,0.954783022403717,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000251.jpg,224,0
251,252,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:251,image,0.5958468914031982,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000252.jpg,224,0
252,253,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:252,image,0.5559513568878174,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000253.jpg,224,0
253,254,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:253,image,0.4522860050201416,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000254.jpg,224,0
254,255,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:254,image,0.9795194864273071,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000255.jpg,224,0
255,256,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:255,image,2.0319518512224022e-07,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000256.jpg,224,0
256,257,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:256,image,0.584359347820282,0,real,0.6,1,0,ai-generated,dataset_profile:label,0,"{""label"": 0}",mixed_images/image_000257.jpg,224,0
257,258,prithivMLmods/AI-vs-Deepfake-vs-Real,test,train,index:257,image,0.9999585151672363,1,ai-generated,0.6,1,0,ai-generated,dataset_profile:label,1,"{""label"": 0}",mixed_images/image_000258.jpg,224,0
